time,latitude,longitude,depth,mag,type,gap,net,id,place
2022-02-19T05:36:12.240Z,46.9175,-120.56,-0.67,1.1,ml,108,uw,uw61817796,"8 km S of Ellensburg, Washington"
2022-02-19T05:28:19.137Z,61.2967,-150.6012,21.6,1.4,ml,,ak,ak0222as0k8p,"27 km S of Susitna, Alaska"
2022-02-19T05:23:56.330Z,18.022,-66.8385,10.5,1.64,md,313,pr,pr71335713,"1 km SE of Yauco, Puerto Rico"
2022-02-19T05:15:30.258Z,62.1948,-150.9776,67.8,2.1,ml,,ak,ak0222arxsso,"31 km NE of Skwentna, Alaska"
2022-02-19T05:04:24.640Z,35.7991667,-117.623,6.2,1.93,ml,44,ci,ci40189384,"20km W of Searles Valley, CA"
2022-02-19T04:52:55.790Z,37.6074982,-122.0059967,5.13,1.64,md,102,nc,nc73694906,"2km NE of Union City, CA"
2022-02-19T04:48:16.090Z,17.8805,-66.86683333,7.55,3.13,md,215,pr,pr71335708,"10 km SSE of Guánica, Puerto Rico"
2022-02-19T04:46:48.140Z,17.8815,-66.8725,12.87,2.08,md,242,pr,pr71335698,"10 km SSE of Guánica, Puerto Rico"
2022-02-19T04:41:39.140Z,36.6834984,-121.331337,7.52,2.18,md,138,nc,nc73694901,"12km S of Tres Pinos, CA"
2022-02-19T04:34:12.326Z,62.8997,-149.6456,48.4,2.1,ml,,ak,ak0222argec4,"55 km NNE of Chase, Alaska"
2022-02-19T04:24:26.720Z,19.16266632,-155.4713287,32.36000061,2.25999999,md,95,hv,hv72921897,"4 km S of Pāhala, Hawaii"
2022-02-19T04:17:36.431Z,62.8581,-150.679,98.7,1.4,ml,,ak,ak0222arct3f,"40 km N of Petersville, Alaska"
2022-02-19T04:17:25.455Z,0.1791,123.7631,117.55,4.4,mb,68,us,us7000gm55,"87 km ESE of Gorontalo, Indonesia"
2022-02-19T04:11:12.410Z,39.0951667,-122.873,29.54,1.89,md,88,nc,nc73694896,"3km ENE of North Lakeport, CA"
2022-02-19T03:49:04.650Z,17.95583333,-66.93516667,11.05,1.7,md,208,pr,pr71335688,Puerto Rico region
2022-02-19T03:47:14.280Z,37.4691667,-118.811,6.65,2.89,md,62,nc,nc73694886,"16km SW of Toms Place, CA"
2022-02-19T03:38:13.650Z,38.8354988,-122.8103333,-0.79,0.98,md,75,nc,nc73694876,"8km W of Cobb, CA"
2022-02-19T03:32:14.571Z,37.3357,71.9628,194.3,4.2,mb,69,us,us7000gm4w,"40 km ESE of Khorugh, Tajikistan"
2022-02-19T03:27:09.610Z,17.792,-66.918,7.08,2.08,md,271,pr,pr71335683,Puerto Rico region
2022-02-19T03:20:52.526Z,64.7109,-149.1197,15.7,1.2,ml,,ak,ak0222aqs1uu,"12 km N of Four Mile Road, Alaska"
2022-02-19T03:11:50.340Z,35.7036667,-117.5426667,2.13,1.07,ml,151,ci,ci40189344,"14km WSW of Searles Valley, CA"
2022-02-19T03:11:48.196Z,60.4595,-147.7973,12.4,2.1,ml,,ak,ak0222aqq442,"45 km NNE of Chenega, Alaska"
2022-02-19T03:06:28.660Z,34.4751667,-116.509,4.17,1.55,ml,96,ci,ci40189336,"39km NE of Big Bear City, CA"
2022-02-19T02:57:25.590Z,35.9735,-117.8961667,4.05,1.1,ml,133,ci,ci40189328,"4km NNE of Little Lake, CA"
2022-02-19T02:46:03.010Z,17.97566667,-66.785,9.42,2.82,md,160,pr,pr71335678,"4 km ESE of Indios, Puerto Rico"
2022-02-19T02:41:04.050Z,17.96416667,-66.6215,4.1,1.57,md,143,pr,pr71335668,"5 km S of Ponce, Puerto Rico"
2022-02-19T02:38:55.680Z,17.99016667,-66.95433333,10.25,2.19,md,184,pr,pr71335663,"4 km W of Fuig, Puerto Rico"
2022-02-19T02:37:09.720Z,48.75233333,-120.9995,8.94,1.16,ml,139,uw,uw61817791,"41 km NE of Marblemount, Washington"
2022-02-19T02:34:34.237Z,60.48,-147.7868,14.2,2.1,ml,,ak,ak0222aq9kvz,"47 km NNE of Chenega, Alaska"
2022-02-19T02:29:45.310Z,38.8223333,-122.788,0.97,1.15,md,33,nc,nc73694851,"6km W of Cobb, CA"
2022-02-19T02:28:39.330Z,17.96116667,-66.935,11.94,2.77,md,186,pr,pr71335653,"3 km WSW of Guánica, Puerto Rico"
2022-02-19T02:24:03.910Z,36.7938347,-121.5114975,3.51,2.87,md,46,nc,nc73694846,"6km SSE of San Juan Bautista, CA"
2022-02-19T02:23:41.800Z,17.95533333,-66.94633333,9.61,1.85,md,207,pr,pr71335643,"4 km WSW of Guánica, Puerto Rico"
2022-02-19T02:13:59.170Z,33.5823333,-116.8075,6.37,1.2,ml,35,ci,ci40189304,"13km WNW of Anza, CA"
2022-02-19T02:08:27.590Z,36.1403333,-118.4251667,7.27,1.08,ml,83,ci,ci40189296,"41km WSW of Olancha, CA"
2022-02-19T01:59:32.330Z,19.41900063,-155.3394928,4.389999866,1.84000003,md,84,hv,hv72921792,"11 km WSW of Volcano, Hawaii"
2022-02-19T01:50:33.131Z,63.4764,-148.1715,11.6,1.4,ml,,ak,ak0222aprknl,"40 km ENE of Cantwell, Alaska"
2022-02-19T01:47:56.412Z,31.6446,-104.3625,5,2.7,mb_lg,62,us,us7000gm4k,"58 km S of Whites City, New Mexico"
2022-02-19T01:32:23.770Z,32.2343333,-116.5826667,12.27,1.47,ml,207,ci,ci40189280,"32km E of Primo Tapia, B.C., MX"
2022-02-19T01:32:23.227Z,61.7229,-150.8657,9.4,1,ml,,ak,ak0222apnoyi,"27 km NW of Susitna, Alaska"
2022-02-19T01:12:37.102Z,62.2806,-150.0002,52.4,1.6,ml,,ak,ak0222apjfr4,"7 km SE of Talkeetna, Alaska"
2022-02-19T01:03:23.600Z,63.4224,-151.432,3.9,1.6,ml,,ak,ak0222aphh9l,"19 km SE of Denali National Park, Alaska"
2022-02-19T00:44:57.309Z,-6.2352,130.9166,95.89,4.6,mb,85,us,us7000gm4d,"214 km WSW of Tual, Indonesia"
2022-02-19T00:38:53.599Z,31.66299316,-104.368693,4.691918945,3.5,ml,81,tx,tx2022dlox,"56 km S of Whites City, New Mexico"
2022-02-19T00:36:30.810Z,17.9155,-66.8075,7.76,2.31,md,228,pr,pr71335633,"8 km S of Indios, Puerto Rico"
2022-02-19T00:23:11.975Z,63.1389,-151.317,13.5,1.5,ml,,ak,ak0222ap0b2z,"49 km SSE of Denali National Park, Alaska"
2022-02-19T00:18:26.740Z,65.0027,-147.4885,0,1.4,ml,,ak,ak0222aoz9nl,"7 km NE of Fox, Alaska"
2022-02-19T00:12:40.180Z,38.8035011,-122.7473297,0.34,1.14,md,107,nc,nc73694811,"3km SW of Cobb, CA"
2022-02-18T23:46:31.930Z,-20.1477,-70.0983,41.86,2.8,ml,158,us,us7000gm5p,"9 km NE of Iquique, Chile"
2022-02-18T23:46:29.115Z,19.3068,-68.5935,10,2.9,ml,193,us,us7000gm3i,"59 km NE of Miches, Dominican Republic"
2022-02-18T23:43:40.710Z,17.89183333,-66.87716667,12.83,2.7,md,239,pr,pr71335613,"9 km SSE of Guánica, Puerto Rico"
2022-02-18T23:36:19.540Z,38.7858333,-122.7658333,1.87,1.98,md,67,nc,nc73694796,"1km NW of The Geysers, CA"
2022-02-18T23:32:57.690Z,33.3113333,-116.1396667,10.56,2.01,ml,23,ci,ci40189208,"17km W of Salton City, CA"
2022-02-18T23:14:06.730Z,46.94283333,-116.964,-0.73,1.95,ml,109,uw,uw61817761,"5 km WNW of Potlatch, Idaho"
2022-02-18T22:58:58.640Z,19.3573,-64.6358,40,3.72,md,327,pr,pr2022049000,"114 km N of Cruz Bay, U.S. Virgin Islands"
2022-02-18T22:56:53.921Z,38.1588,-117.9202,10.1,1.5,ml,125.15,nn,nn00834114,"30 km SSE of Mina, Nevada"
2022-02-18T22:48:59.200Z,38.0891667,-118.7421667,4.16,1.61,md,82,nc,nc73694761,"27km ESE of Bodie, CA"
2022-02-18T22:42:50.030Z,32.0906667,-115.068,24.04,2.73,ml,119,ci,ci40189160,"13km SSW of Estacion Coahuila, B.C., MX"
2022-02-18T22:41:05.110Z,19.2266674,-155.420166,36.95999908,2.03999996,md,133,hv,hv72921597,"6 km ENE of Pāhala, Hawaii"
2022-02-18T22:37:03.900Z,33.0643333,-115.001,-0.2,1.74,ml,64,ci,ci40189152,"45km NE of Holtville, CA"
2022-02-18T22:26:07.070Z,17.96816667,-66.93783333,6.96,2.36,md,189,pr,pr71335588,"3 km SW of Fuig, Puerto Rico"
2022-02-18T22:18:46.720Z,40.2958333,-121.1895,6.95,1.61,md,119,nc,nc73694746,"4km ESE of Chester, CA"
2022-02-18T22:17:01.930Z,40.3696671,-124.2603302,22.65,1.73,md,223,nc,nc73694741,"5km NNE of Petrolia, CA"
2022-02-18T22:08:05.263Z,-62.8214,-61.1214,10,5,mb,109,us,us7000gm2z,South Shetland Islands
2022-02-18T22:02:43.240Z,19.17733383,-155.4793396,30.81999969,2.1,ml,74,hv,hv72921567,"2 km S of Pāhala, Hawaii"
2022-02-18T22:02:42.500Z,32.913,-116.9475,-0.17,1.55,ml,102,ci,ci40189136,"7km NNW of Lakeside, CA"
2022-02-18T21:54:27.730Z,19.21800041,-155.418335,31.88999939,1.75,md,143,hv,hv72921557,"6 km ENE of Pāhala, Hawaii"
2022-02-18T21:42:34.400Z,48.31783333,-122.122,13.82,1.23,ml,176,uw,uw61817741,"7 km W of Lake Cavanaugh, Washington"
2022-02-18T21:39:39.780Z,-6.2511,142.566,10,5.1,mww,24,us,us7000gm2n,"61 km SW of Tari, Papua New Guinea"
2022-02-18T21:30:09.520Z,19.20733261,-155.460495,34.79999924,1.75,md,187,hv,hv72921527,"1 km ENE of Pāhala, Hawaii"
2022-02-18T21:14:28.260Z,19.19750023,-155.3959961,32.25999832,1.84000003,md,175,hv,hv72921517,"8 km E of Pāhala, Hawaii"
2022-02-18T21:07:48.350Z,17.94016667,-67.09816667,10.64,2.09,md,271,pr,pr71335573,"6 km SW of La Parguera, Puerto Rico"
2022-02-18T21:05:03.720Z,49.13833333,-122.1506667,-0.72,1.21,ml,88,uw,uw61817736,"11 km E of Mission, Canada"
2022-02-18T21:04:50.830Z,39.421,-110.3076667,-1.88,1.12,md,196,uu,uu60482462,"16 km SSE of Sunnyside, Utah"
2022-02-18T20:54:08.110Z,32.9476667,-115.5261667,3.72,2.25,ml,75,ci,ci40189088,"4km S of Brawley, CA"
2022-02-18T20:53:04.722Z,63.0863,-151.4707,3,1.5,ml,,ak,ak02229dk1m0,"52 km SSE of Denali National Park, Alaska"
2022-02-18T20:50:13.610Z,47.182,-121.858,-0.77,1.54,ml,214,uw,uw61817731,"10 km ESE of Enumclaw, Washington"
2022-02-18T20:49:46.410Z,38.8203316,-122.803833,2.55,1.13,md,35,nc,nc73694731,"6km NW of The Geysers, CA"
2022-02-18T20:47:38.465Z,38.1883,-117.7815,4.5,1.8,ml,120.36,nn,nn00834107,Nevada
2022-02-18T20:45:57.009Z,38.1844,-117.781,5.3,2.2,ml,57.55,nn,nn00834103,"36 km SE of Mina, Nevada"
2022-02-18T20:43:32.537Z,53.5309,-165.9494,32.7,2.1,ml,,ak,ak02229dhx3t,"54 km SE of Unalaska, Alaska"
2022-02-18T20:43:14.540Z,17.94566667,-66.845,15.16,1.57,md,215,pr,pr71335578,"5 km SE of Maria Antonia, Puerto Rico"
2022-02-18T20:40:35.480Z,35.623,-117.5676667,7.17,1.15,ml,117,ci,ci40189072,"10km E of Ridgecrest, CA"
2022-02-18T20:35:21.610Z,39.7196667,-110.8401667,-3.39,1.72,md,116,uu,uu60482457,"4 km NNE of Helper, Utah"
2022-02-18T20:32:33.720Z,17.94383333,-66.83683333,14.2,3.11,md,178,pr,pr71335568,"5 km SSW of Indios, Puerto Rico"
2022-02-18T20:29:43.840Z,17.98766667,-66.75866667,15.4,2.32,md,201,pr,pr71335558,"3 km SSE of Magas Arriba, Puerto Rico"
2022-02-18T20:18:41.520Z,19.18400002,-155.4658356,33.86999893,2.25999999,md,200,hv,hv72921472,"2 km SSE of Pāhala, Hawaii"
2022-02-18T20:17:38.984Z,38.1602,-117.8978,11.7,1.2,ml,135.39,nn,nn00834102,"31 km SE of Mina, Nevada"
2022-02-18T20:14:10.280Z,17.941,-66.8065,9.16,2.75,md,217,pr,pr71335553,"6 km SSE of Indios, Puerto Rico"
2022-02-18T20:07:36.720Z,32.2446667,-116.5758333,11.28,1.59,ml,199,ci,ci40189024,"32km E of Primo Tapia, B.C., MX"
2022-02-18T20:07:08.990Z,38.8373337,-122.8096695,1.9,0.98,md,54,nc,nc73694706,"8km WNW of Cobb, CA"
2022-02-18T20:02:16.830Z,46.0156667,-112.4646667,-2,1.62,ml,170,mb,mb80538699,"5 km ENE of Butte, Montana"
2022-02-18T19:59:48.550Z,34.9935,-118.191,-0.8,1.42,ml,55,ci,ci40189008,"7km SSW of Mojave, CA"
2022-02-18T19:57:44.980Z,46.28383333,-117.9523333,-0.38,1.87,ml,234,uw,uw61817711,"4 km SSE of Dayton, Washington"
2022-02-18T19:51:24.053Z,12.5887,-89.4082,36.24,4.4,mb,189,us,us7000gm1p,"99 km S of La Libertad, El Salvador"
2022-02-18T19:22:46.940Z,17.95516667,-66.84066667,14.71,2.66,md,173,pr,pr71335533,"4 km SSW of Indios, Puerto Rico"
2022-02-18T19:22:45.010Z,36.7466667,-90.024,7.66,2.27,md,99,nm,nm60373107,"7 km SE of Dudley, Missouri"
2022-02-18T19:09:13.058Z,-9.1273,124.1291,95.75,4.2,mb,84,us,us7000gm1l,"29 km WNW of Pante Makasar, Timor Leste"
2022-02-18T18:58:49.880Z,19.32933333,-155.1228333,6.86,2.6,ml,137,hv,hv72921422,"15 km S of Fern Forest, Hawaii"
2022-02-18T18:57:23.440Z,39.4213333,-110.3158333,-1.38,2.16,md,194,uu,uu60482442,"15 km SSE of Sunnyside, Utah"
2022-02-18T18:49:23.892Z,64.8987,-148.9391,17.1,1.9,ml,,ak,ak02229ccd0l,"34 km SE of Minto, Alaska"
2022-02-18T18:48:54.031Z,59.7144,-153.4007,116.7,1.9,ml,,ak,ak02229cc7v0,"40 km ESE of Pedro Bay, Alaska"
2022-02-18T18:43:21.310Z,38.7794991,-122.7678299,1.1,1.06,md,88,nc,nc73694686,"1km WNW of The Geysers, CA"
2022-02-18T18:27:50.440Z,37.6011667,-119.4228333,6.08,1.1,md,70,nc,nc73694681,"21km SE of Yosemite Valley, CA"
2022-02-18T18:24:41.330Z,37.5996667,-119.4291667,5.5,1.75,md,70,nc,nc73694676,"20km SE of Yosemite Valley, CA"
2022-02-18T18:21:39.758Z,-3.9138,152.2252,225.66,4.4,mb,106,us,us7000gm15,"32 km NNE of Rabaul, Papua New Guinea"
2022-02-18T18:21:29.150Z,17.9955,-66.97383333,15.04,1.7,md,147,pr,pr71335528,"6 km W of Fuig, Puerto Rico"
2022-02-18T17:58:59.710Z,35.6885,-121.1143333,3.09,1.24,md,95,nc,nc73694661,"8km NE of San Simeon, CA"
2022-02-18T17:54:52.421Z,61.3095,-150.0851,42.5,1.6,ml,,ak,ak02229bs25s,"8 km SW of Point MacKenzie, Alaska"
2022-02-18T17:47:20.947Z,63.0966,-151.476,10.4,1.5,ml,,ak,ak02229bqhr2,"51 km SSE of Denali National Park, Alaska"
2022-02-18T17:38:09.380Z,38.8288333,-122.8653333,2.34,1.48,md,45,nc,nc73694636,"11km WNW of The Geysers, CA"
2022-02-18T17:28:57.140Z,17.959,-66.92583333,10,2.61,md,176,pr,pr71335503,"2 km SW of Guánica, Puerto Rico"
2022-02-18T17:11:33.209Z,-6.288,31.0658,10,4.6,mb,71,us,us7000glzz,"6 km N of Mpanda, Tanzania"
2022-02-18T17:11:12.760Z,18.38416667,-67.09033333,21.83,2.07,md,164,pr,pr71335508,"2 km ESE of Moca, Puerto Rico"
2022-02-18T17:08:30.290Z,19.19350052,-155.4725037,35.09000015,2.42,ml,96,hv,hv72921362,"1 km SSE of Pāhala, Hawaii"
2022-02-18T16:57:46.290Z,19.17633247,-155.456665,34.22999954,2.4000001,md,124,hv,hv72921352,"3 km SE of Pāhala, Hawaii"
2022-02-18T16:46:51.101Z,61.0223,-146.4422,17.1,1.9,ml,,ak,ak02229b4wqg,"13 km SSW of Valdez, Alaska"
2022-02-18T16:46:41.358Z,59.804,-153.4794,126.4,1.4,ml,,ak,ak02229b4w01,"35 km E of Pedro Bay, Alaska"
2022-02-18T16:43:03.820Z,39.4338333,-110.3255,-3.17,1.7,ml,100,uu,uu60482432,"14 km SSE of Sunnyside, Utah"
2022-02-18T16:07:11.870Z,35.9985008,-120.5623322,3.35,1.83,md,78,nc,nc73694586,"16km NW of Parkfield, CA"
2022-02-18T16:00:51.940Z,35.3518333,-118.503,3.82,1.84,ml,78,ci,ci40188904,"25km NNW of Tehachapi, CA"
2022-02-18T16:00:15.671Z,-59.8322,149.2968,10,4.9,mb,102,us,us7000glyf,west of Macquarie Island
2022-02-18T15:37:32.536Z,61.4136,-147.7911,23.8,1.7,ml,,ak,ak02229ahi9y,"44 km S of Glacier View, Alaska"
2022-02-18T15:33:48.500Z,36.0258333,-117.814,1.43,1.69,ml,54,ci,ci40188880,"12km E of Coso Junction, CA"
2022-02-18T15:31:12.180Z,19.1795,-155.4386667,34.43,1.57,md,160,hv,hv72921302,"4 km ESE of Pāhala, Hawaii"
2022-02-18T15:30:24.060Z,32.3746667,-115.3391667,2.68,2.13,ml,73,ci,ci40188872,"14km W of Delta, B.C., MX"
2022-02-18T15:28:42.920Z,17.94583333,-66.9325,12.16,1.55,md,223,pr,pr71335513,"3 km SW of Guánica, Puerto Rico"
2022-02-18T15:18:38.670Z,35.7423333,-117.567,4.21,1.38,ml,65,ci,ci40188848,"15km W of Searles Valley, CA"
2022-02-18T15:07:28.610Z,36.8494987,-121.559166,4.58,1.14,md,133,nc,nc73694556,"2km WNW of San Juan Bautista, CA"
2022-02-18T14:59:53.740Z,63.0654,-144.2551,0,1.6,ml,,ak,ak02229a0u3g,"29 km WNW of Mentasta Lake, Alaska"
2022-02-18T14:52:23.723Z,64.6122,-149.3022,16.6,1.2,ml,,ak,ak022299z9q6,"8 km W of Four Mile Road, Alaska"
2022-02-18T14:50:11.570Z,19.17683411,-155.4791718,35.18000031,2.29,ml,146,hv,hv72921257,"2 km S of Pāhala, Hawaii"
2022-02-18T14:37:21.040Z,19.18966667,-155.4838333,34.26,2.79,ml,75,hv,hv72921252,"1 km SSW of Pāhala, Hawaii"
2022-02-18T14:26:16.590Z,33.0276667,-115.8518333,8.07,1.54,ml,44,ci,ci40188816,"22km W of Westmorland, CA"
2022-02-18T14:11:37.395Z,31.6885,-104.1329,5,2.6,ml,62,us,us7000glxw,"50 km W of Mentone, Texas"
2022-02-18T13:58:35.060Z,38.8937,21.124,10,4.4,mb,82,us,us7000glxt,"5 km NW of Amfilochía, Greece"
2022-02-18T13:45:14.600Z,17.95133333,-67.07966667,6.25,1.39,md,284,pr,pr71335493,"4 km SW of La Parguera, Puerto Rico"
2022-02-18T13:40:40.950Z,34.1883333,-117.9715,6.68,1.19,ml,83,ci,ci40188776,"5km N of Bradbury, CA"
2022-02-18T13:40:17.030Z,17.989,-66.9115,10.01,2.41,md,92,pr,pr71335483,"0 km ENE of Fuig, Puerto Rico"
2022-02-18T13:37:29.710Z,35.9998322,-120.5630035,3.44,1.62,md,79,nc,nc73694536,"16km NW of Parkfield, CA"
2022-02-18T13:35:36.251Z,38.1862,-117.7805,5.9,1.7,ml,112.22,nn,nn00834098,"36 km SE of Mina, Nevada"
2022-02-18T13:31:58.055Z,61.0755,-148.4678,4.7,1.2,ml,,ak,ak0222999eql,"35 km NNE of Whittier, Alaska"
2022-02-18T13:26:25.402Z,38.1755,-117.8501,6.7,2.2,ml,107.59,nn,nn00834095,"32 km SE of Mina, Nevada"
2022-02-18T13:08:27.970Z,39.6948333,-122.868,3.98,1.7,md,205,nc,nc73694511,"13km WNW of Alder Springs, CA"
2022-02-18T13:00:30.647Z,66.0293,-147.9682,20.1,3.4,ml,,ak,ak0222992pfr,"44 km SW of Beaver, Alaska"
2022-02-18T12:59:29.230Z,33.5958333,-116.7303333,13.17,1,ml,47,ci,ci40188752,"7km NW of Anza, CA"
2022-02-18T12:39:22.380Z,35.6653333,-117.5223333,9,1.37,ml,75,ci,ci40188744,"15km ENE of Ridgecrest, CA"
2022-02-18T12:19:34.930Z,19.19233333,-155.4745,34.9,3.67,ml,88,hv,hv72921177,"1 km SSE of Pāhala, Hawaii"
2022-02-18T12:18:50.410Z,37.2023333,-121.879,8.05,1.18,md,54,nc,nc73694496,"8km SE of Cambrian Park, CA"
2022-02-18T12:18:10.050Z,19.19033333,-155.4748333,34.6,3,ml,88,hv,hv72921172,"1 km SSE of Pāhala, Hawaii"
2022-02-18T12:12:39.477Z,62.949,-151.2453,106.7,1.9,ml,,ak,ak022298jv1p,"56 km NNW of Petersville, Alaska"
2022-02-18T11:59:10.365Z,13.0444,145.025,77.47,4.3,mb,85,us,us7000gm5d,"39 km SE of Inarajan Village, Guam"
2022-02-18T11:57:36.380Z,36.367,-98.1555,7.02,2.21,ml,55,ok,ok2022dkpv,"2 km SE of Meno, Oklahoma"
2022-02-18T11:48:14.070Z,19.11883354,-155.4283295,31.44000053,2.20000005,md,180,hv,hv72921167,"10 km SSE of Pāhala, Hawaii"
2022-02-18T11:42:48.920Z,19.37833405,-155.4476624,-0.540000021,1.85000002,md,104,hv,hv72921162,"19 km N of Pāhala, Hawaii"
2022-02-18T11:40:45.200Z,19.26883316,-155.4688263,8.050000191,2.03999996,md,90,hv,hv72921157,"7 km N of Pāhala, Hawaii"
2022-02-18T11:32:06.644Z,61.3557,-150.8015,56.5,1.4,ml,,ak,ak0222982na0,"26 km SW of Susitna, Alaska"
2022-02-18T11:30:05.093Z,63.084,-151.49,2.3,1.3,ml,,ak,ak02229827qg,"52 km SSE of Denali National Park, Alaska"
2022-02-18T11:06:33.850Z,17.94066667,-66.92283333,13.11,1.46,md,234,pr,pr71335488,"3 km SSW of Guánica, Puerto Rico"
2022-02-18T10:57:26.200Z,38.0741667,-118.7361667,6.6,1.79,md,55,nc,nc73694476,"28km ESE of Bodie, CA"
2022-02-18T10:54:51.040Z,17.97766667,-66.81766667,14.16,2.43,md,196,pr,pr71335473,"1 km S of Indios, Puerto Rico"
2022-02-18T10:48:59.590Z,17.99316667,-66.81333333,13.98,3.29,md,144,pr,pr71335468,"0 km E of Indios, Puerto Rico"
2022-02-18T10:44:20.679Z,63.849,-149.6468,3,1.4,ml,,ak,ak022297jtcj,"32 km SW of Ferry, Alaska"
2022-02-18T10:36:09.510Z,18.035,-66.94733333,7.83,2.58,md,232,pr,pr71335458,"1 km SSW of Liborio Negron Torres, Puerto Rico"
2022-02-18T10:18:01.420Z,19.19583321,-155.4016724,31.93000031,1.72000003,md,167,hv,hv72921117,"8 km E of Pāhala, Hawaii"
2022-02-18T10:11:45.502Z,61.3338,-149.8363,29.8,1.6,ml,,ak,ak022297csmu,"8 km ESE of Point MacKenzie, Alaska"
2022-02-18T10:10:18.222Z,70.7198,-14.4399,10,4.3,mb,49,us,us7000glwx,"210 km W of Olonkinbyen, Svalbard and Jan Mayen"
2022-02-18T09:31:01.109Z,61.0115,-151.2042,67.7,1.2,ml,,ak,ak022296vjxa,"7 km SSW of Tyonek, Alaska"
2022-02-18T09:27:02.600Z,38.8356667,-122.8068314,2.45,1.06,md,52,nc,nc73694441,"7km WNW of Cobb, CA"
2022-02-18T09:09:54.867Z,61.621,-150.845,69.9,1.5,ml,,ak,ak022296qybi,"19 km WNW of Susitna, Alaska"
2022-02-18T09:04:28.270Z,38.839,-122.8223333,2.35,1.49,md,62,nc,nc73694431,"9km WNW of Cobb, CA"
2022-02-18T09:01:59.770Z,17.96716667,-66.8375,12.13,2,md,200,pr,pr71335453,"3 km SSW of Indios, Puerto Rico"
2022-02-18T08:19:58.785Z,51.5191,177.4255,10,3.6,ml,206,us,us7000gm03,"Rat Islands, Aleutian Islands, Alaska"
2022-02-18T08:10:43.430Z,44.5611667,-112.7511667,0.47,1.36,ml,103,mb,mb80538694,western Montana
2022-02-18T08:04:25.570Z,17.86333333,-66.8745,12.66,2.58,md,248,pr,pr71335448,"12 km SSE of Guánica, Puerto Rico"
2022-02-18T07:52:44.630Z,39.4226667,-110.314,-1.43,1.8,md,194,uu,uu60482422,"15 km SSE of Sunnyside, Utah"
2022-02-18T07:50:20.270Z,61.1243,-151.3623,63.3,1.5,ml,,ak,ak022295sssp,"13 km WNW of Tyonek, Alaska"
2022-02-18T07:44:39.700Z,51.93016667,-176.7858333,2.57,1.72,ml,155,av,av91493676,"12 km WNW of Adak, Alaska"
2022-02-18T07:06:13.490Z,44.5501667,-112.743,7.98,1.54,ml,94,mb,mb80538689,"15 km SW of Lima, Montana"
2022-02-18T06:54:35.976Z,38.1826,-117.7856,7.9,1.5,ml,119.28,nn,nn00834084,"36 km SE of Mina, Nevada"
2022-02-18T06:45:26.636Z,51.4982,-177.4097,27.2,1.6,ml,,ak,ak0222956bpg,"68 km SW of Adak, Alaska"
2022-02-18T06:42:11.941Z,61.7163,-153.5164,9.2,1.6,ml,,ak,ak0222955n7m,"109 km ENE of Lime Village, Alaska"
2022-02-18T06:36:48.903Z,60.4742,-143.1549,16.3,1.5,ml,,ak,ak0222954fdm,"107 km S of McCarthy, Alaska"
2022-02-18T06:27:40.860Z,39.4226667,-110.3123333,-1.76,1.65,ml,115,uu,uu60482417,"15 km SSE of Sunnyside, Utah"
2022-02-18T06:21:46.780Z,32.3053333,-115.3378333,15.98,2.4,ml,90,ci,ci40188664,"15km WSW of Delta, B.C., MX"
2022-02-18T06:20:15.527Z,62.2873,-148.537,33.8,1.5,ml,,ak,ak0222950xca,"54 km N of Chickaloon, Alaska"
2022-02-18T06:18:14.050Z,44.5446667,-112.75,5.09,1.76,ml,97,mb,mb80538684,"16 km SW of Lima, Montana"
2022-02-18T06:05:48.600Z,46.9868333,-112.9276667,12.58,1.79,ml,76,mb,mb80538679,"16 km ESE of Ovando, Montana"
2022-02-18T06:02:36.430Z,18.72766667,-66.689,75.18,3.42,md,233,pr,pr71335438,"28 km N of Arecibo, Puerto Rico"
2022-02-18T05:59:52.170Z,36.2963333,-89.5145,9.24,2.35,md,32,nm,nm60373052,"4 km NNW of Ridgely, Tennessee"
2022-02-18T05:43:10.800Z,19.35533333,-155.3005066,25.89999962,1.73000002,md,52,hv,hv72920987,"11 km SW of Volcano, Hawaii"
2022-02-18T05:41:23.920Z,46.9798333,-112.9281667,14.16,1.72,ml,76,mb,mb80538674,"16 km ESE of Ovando, Montana"
2022-02-18T05:32:12.402Z,38.1638,-117.9147,10.2,2.7,ml,103.56,nn,nn00834080,"30 km SE of Mina, Nevada"
2022-02-18T05:29:51.950Z,18.16216667,-67.37416667,22.93,2.74,md,218,pr,pr71335428,"22 km WNW of Puerto Real, Puerto Rico"
2022-02-18T05:29:13.910Z,46.8991667,-112.5163333,13.93,1.38,ml,123,mb,mb80538669,"14 km ESE of Lincoln, Montana"
2022-02-18T05:27:29.082Z,-43.0297,173.3362,10.71,4.4,mb,147,us,us7000glvn,"51 km ENE of Amberley, New Zealand"
2022-02-18T05:24:40.260Z,33.6733333,-116.734,15.38,1.05,ml,55,ci,ci40188632,"8km S of Idyllwild, CA"
2022-02-18T05:18:54.912Z,-3.662,131.347,10,4.5,mb,89,us,us7000glvm,"267 km NW of Tual, Indonesia"
2022-02-18T05:14:51.631Z,62.8667,-150.2204,73.2,1.6,ml,,ak,ak022294ea89,"46 km N of Chase, Alaska"
2022-02-18T05:09:32.160Z,17.8315,-66.86533333,6.96,2.72,md,258,pr,pr71335423,"16 km SSE of Guánica, Puerto Rico"
